Month,Zone Name,Region,Instance Name,Env,Instance Id,State,App Name,TechnicalOwner,Avg CPU (%),Total Hours,Tenancy,Avg Memory Used (%),Avg File System Used (%),Avg Network In (%),Avg Network Out (%),Product,Compute Cost (Month),API Name,Recommendation,Recommended Price,Savings
Sep/20,us-west-2a,Oregon,IRVQMSAPP01,Production,i-0e194913987d9c3be,running,QMS,Binh Nguyen,17.89,715,default,N/A,N/A,0.1,0.09,Windows,248.18,m4.xlarge,Migrate to r5.large,159.05,94.62
Sep/20,us-west-2a,Oregon,AWOR-PDMIMDB01,Production,i-03f80f6701e5b3c5d,running,Active Directory,Michael Lee,11.09,715,default,N/A,N/A,0.04,0.48,Windows,246.28,m4.xlarge,Migrate to r5.large,159.05,93.38
Sep/20,us-west-2a,Oregon,AWOR-DVQMSDB01,Development,i-0b191411d8f8d3548,running,QMS/LIMS,Haihao Li | Alek Slavuk | Olga Goren,12.84,715,default,N/A,N/A,0.02,0.38,Windows,245.94,m4.xlarge,Migrate to r5.large,159.05,92.9
Sep/20,us-west-2a,Oregon,IRVTHVSAS01,Production,i-0995e62fc82431090,running,Other,Mark Apgar,7.3,714,default,N/A,N/A,0,0,Windows,245.2,m4.xlarge,Migrate to r5.large,159.05,92.73
Sep/20,us-west-2a,Oregon,AWOR-DVLNXSQL02,Development,i-024ed90cd6e03a9df,stopped,SQL,"Alek Slavuk, Haihao Li",0.01,304.38,default,0.88,N/A,0,0,Linux/UNIX,39.87,r5.xlarge,Migrate to t4g.nano,3.06,92.56
Sep/20,us-west-2a,Oregon,AWOR-DVLNXSQL01,Development,i-08d52cf319bb885aa,stopped,SQL,"Alek Slavuk, Haihao Li",0.01,304.38,default,0.88,N/A,0,0,Linux/UNIX,39.87,r5.xlarge,Migrate to t4g.nano,3.06,92.56
Sep/20,us-west-2a,Oregon,AWORPDARAAPP01,Production,i-0adae9cd649eba580,running,PLM|Aras|ePAC|ReSTS,Vivek Ratnaswamy | Shinod Kumar,9.78,715,default,N/A,N/A,0.02,0.03,Windows,245.18,m4.xlarge,Migrate to r5.large,159.05,92.51
Sep/20,us-west-2a,Oregon,AWOR-PDDIRAPP02,Production,i-04ce83a178d8c5315,running,Other,Manoj Kumar,5.73,714,default,N/A,N/A,0.01,0.01,Windows,244.8,m4.xlarge,Migrate to r5.large,159.05,92.51
Sep/20,us-west-2a,Oregon,AWPJDEOVR1,Production,i-d968ca4d,running,JDE,Narender Reddy,6.69,714,default,N/A,N/A,0.01,0.01,Windows,244.61,m4.xlarge,Migrate to r5.large,159.05,92.47
Sep/20,us-west-2a,Oregon,AWPJDEWL02,Production,i-eeda7a7a,running,JDE,Narender Reddy,15.75,714,default,N/A,N/A,0.11,0.15,Windows,244.91,m4.xlarge,Migrate to r5.large,159.05,92.41
Sep/20,us-west-2a,Oregon,IrvSECMOV05,Production,i-d8f42987,running,MOVEit,Ben Monrad | Eric Roe,20,714,default,N/A,N/A,0,0,Windows,244.8,m4.xlarge,Migrate to r5.large,159.05,92.4
Sep/20,us-west-2a,Oregon,AWOR-PDCCRDB01,Production,i-0ec66c0556feed657,running,CCURE,"Kelly Anderson, Alexi Bakas  (Global_corporate_security@edwards.com)",8.01,714,default,N/A,N/A,0,0.05,Windows,245.83,m4.xlarge,Migrate to r5.large,159.05,92.39
Sep/20,us-west-2a,Oregon,IRVMFA01,Production,i-bd33d5a6,running,Other,Michael Lee,9.14,713,default,N/A,N/A,0.01,0.36,Windows,243.84,m4.xlarge,Migrate to r5.large,159.05,92.32
Sep/20,us-west-2a,Oregon,AWOROQPLMWEB01,OperationalQualification,i-e8590cf0,running,PLM|Teamcenter|Ignite,Vivek Ratnaswamy | Rajesh Pudota,10.02,715,default,N/A,N/A,0.01,0.01,Windows,245.06,m4.xlarge,Migrate to r5.large,159.05,92.3
Sep/20,us-west-2a,Oregon,USIR-PDARCAPP01,Production,i-9d043485,running,Abacus,Jonathan Hazzard,12.89,713,default,N/A,N/A,0.04,0.04,Windows,244.42,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,AWORDVPLMAPP07,Development,i-ad6193f2,running,PLM|Teamcenter|Ignite,Vivek Ratnaswamy | Rajesh Pudota,19.68,714,default,N/A,N/A,0.01,0.01,Windows,244.7,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,AWOR-DVUIPAPP05,Development,i-0f8742454981bd492,running,UIPath,Anjly Khurana,23.12,714,default,N/A,N/A,0.01,0.01,Windows,244.7,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,AWPJDESCH01,Production,i-0f121075b4c810b51,running,JDE,Bob Lynch | Lydia Tam,17,714,default,N/A,N/A,0.15,0.16,Windows,244.7,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,AWOR-PDCCEVDI02,Production,i-0eef6f25dcd2a95bc,running,Other,Amir Khashayar,9.43,714,default,N/A,N/A,0,0,Windows,244.7,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,AWORTRPLMWEB01,Training,i-c7f05d53,running,PLM|Teamcenter|Ignite,Vivek Ratnaswamy | Rajesh Pudota,9.23,714,default,N/A,N/A,0.01,0.01,Windows,244.7,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,AWOR-TRLABAPP01,Training,i-05e9557ce60362fb2,running,LIMS,Olga Goren,11.24,715,default,N/A,N/A,0,0,Windows,244.96,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,AWORPDPLMWEB06,Production,i-73356a6b,running,PLM|Teamcenter|Ignite,Vivek Ratnaswamy | Rajesh Pudota,7.62,715,default,N/A,N/A,0,0,Windows,244.98,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,Irvine902,Production,i-09bf74e7c9e108350,running,AS2,Deepak Karir,45.95,714,default,N/A,N/A,0.01,0.01,Windows,244.7,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,IrvLSDAPP01,Production,i-71033369,running,Landesk,Mike Kane | Christopher Long,13.1,714,default,N/A,N/A,0.11,0.04,Windows,244.7,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,IRVADFSPOL1-PRD,Production,i-b433d5af,running,ADFS,Michael Lee,11.05,714,default,N/A,N/A,0.02,0.14,Windows,244.7,m4.xlarge,Migrate to r5.large,159.05,92.29
Sep/20,us-west-2a,Oregon,AWOR-PDQMSAPP02,Production,i-00b4f6e5d6c0e64a4,running,SQMS,Shanmuganathan Murugan | Binh Nguyen,5.37,714,default,N/A,N/A,0.01,0.01,Windows,244.57,m4.xlarge,Migrate to r5.large,159.05,92.28
Sep/20,us-west-2a,Oregon,AWORTSARAAPP01,Test,i-02e17b96,running,PLM|Aras|ePAC|ReSTS,Vivek Ratnaswamy | Shinod Kumar,9.29,714,default,N/A,N/A,0.05,0.01,Windows,244.58,m4.xlarge,Migrate to r5.large,159.05,92.27
Sep/20,us-west-2a,Oregon,AWOR-PDFILSRV01,Production,i-0b693f203acc359d1,running,Other,Steven Nguyen,8.38,715,default,N/A,N/A,0.65,2.51,Windows,245.32,m4.xlarge,Migrate to r5.large,159.05,92.22
Sep/20,us-west-2a,Oregon,AWORPDPLMAPP06,Production,i-47732c5f,running,PLM|Teamcenter|Ignite,Vivek Ratnaswamy | Rajesh Pudota,8.25,715,default,N/A,N/A,0,0,Windows,244.89,m4.xlarge,Migrate to r5.large,159.05,92.19
Sep/20,us-west-2a,Oregon,IrvbizPY03,Test,i-af5f15b7,running,BizTalk,Deepak Karir,21.77,715,default,N/A,N/A,0.14,0.15,Windows,244.35,m4.xlarge,Migrate to r5.large,159.05,92.19
Sep/20,us-west-2a,Oregon,AWORDVARAAPP01,Development,i-2a94b932,running,PLM|Aras|ePAC|ReSTS,Vivek Ratnaswamy | Shinod Kumar,15.09,713,default,N/A,N/A,0.03,0.04,Windows,244.32,m4.xlarge,Migrate to r5.large,159.05,92.18
Sep/20,us-west-2a,Oregon,AWOROQPLMTRA01,OperationalQualification,i-db5306c3,running,PLM|Teamcenter|Ignite,Vivek Ratnaswamy | Rajesh Pudota,8.12,715,default,N/A,N/A,0,0,Windows,244.68,m4.xlarge,Migrate to r5.large,159.05,92.08
Sep/20,us-west-2a,Oregon,AWOR-DVPDMLAS02,Development,i-0dea51075141a819b,running,PTC Windchill PDMLink Server,Mike Lockwood,23.62,708,default,63.61,67.78,0.02,0.02,Windows,242.4,m4.xlarge,Migrate to r5.large,159.05,92.03
Sep/20,us-west-2a,Oregon,AWORTSPLMWEB01,Test,i-57fc51c3,running,PLM|Teamcenter|Ignite,Vivek Ratnaswamy | Rajesh Pudota,8.44,715,default,N/A,N/A,0.01,0,Windows,244.54,m4.xlarge,Migrate to r5.large,159.05,92.01
Sep/20,us-west-2a,Oregon,AWPJDEFS01,Production,i-f8cd6f6c,running,JDE,Narender Reddy,8.1,715,default,N/A,N/A,0.08,0.08,Windows,244.51,m4.xlarge,Migrate to r5.large,159.05,91.96
Sep/20,us-west-2a,Oregon,AWOROQPLMAPP03,OperationalQualification,i-9c2f7a84,running,PLM|Teamcenter|Ignite,Vivek Ratnaswamy | Rajesh Pudota,9.67,715,default,N/A,N/A,0,0,Windows,244.4,m4.xlarge,Migrate to r5.large,159.05,91.9
Sep/20,us-west-2a,Oregon,AWOROQPLMFIL01,OperationalQualification,i-d96d53c1,running,PLM|Teamcenter|Ignite,Vivek Ratnaswamy | Rajesh Pudota,15.78,713,default,N/A,N/A,0.01,0.01,Windows,243.24,m4.xlarge,Migrate to r5.large,159.05,91.68
Sep/20,us-west-2a,Oregon,IRVJDE92BI,Production,i-0ed6427c72fa43b84,running,Other,Narender Reddy,7.67,715,default,N/A,N/A,0.01,0.01,Windows,245.21,m4.xlarge,Migrate to r5.large,159.05,91.63
Sep/20,us-west-2a,Oregon,IRVCHAAUD01,Production,i-303f3628,running,Other,Ben Monrad | Adam Goodman,7.61,713,default,N/A,N/A,0.02,0.01,Windows,244.01,m4.xlarge,Migrate to r5.large,159.05,91.38
Sep/20,us-west-2a,Oregon,AWOR-PDSPCFIL01,Production,i-20477638,running,InfinityQS Ã¢â‚¬â€œ Proficient,IT/Global Manufacturing,6.15,715,default,N/A,N/A,0.01,0.01,Windows,244.63,m4.xlarge,Migrate to r5.large,159.05,91.35
Sep/20,us-west-2a,Oregon,IrvBpcApp01-Pd,Production,i-4448785c,running,Everest,Pablo Vivanco,8.12,714,default,N/A,N/A,0.01,0.01,Windows,243.64,m4.xlarge,Migrate to r5.large,159.05,91.03
Sep/20,us-west-2a,Oregon,AWOR-PDRFXAPP02,Production,i-0f127c134986ec52c,running,Other,Manoj Kumar | Sylvia Nguyen,10.16,714,default,N/A,N/A,0.02,0.02,Windows,243.92,m4.xlarge,Migrate to r5.large,159.05,90.82
Sep/20,us-west-2a,Oregon,awor-testlab01,,i-0f4489c9307519e1d,running,Other,Olga,5.75,714,default,N/A,N/A,0,0,Windows,243.31,m4.xlarge,Migrate to r5.large,159.05,90.75
Sep/20,ap-southeast-1a,Singapore,AWSI-PDSCCMSS01,Production,i-000436e4ae3220654,running,SCCM,Mike Pettway,6.2,714,default,N/A,N/A,0.06,0.28,Windows,436.54,m4.2xlarge,Migrate to r5.xlarge,356.04,90.08
Sep/20,us-west-2b,Oregon,AwOr-TmTibBw02,Test,i-0298e26173d93418f,stopped,TIBCO,Deepak Karir,6.94,245,default,3.06,N/A,0,0,Red Hat Enterprise Linux,46.8,r5.xlarge,Migrate to t4g.micro,49.9,89.5
Sep/20,us-west-2a,Oregon,AwOr-TmTibBw01,Test,i-039a4ae3101d8ad2a,stopped,TIBCO,Deepak Karir,7.17,245,default,4.28,N/A,0,0,Red Hat Enterprise Linux,46.8,r5.xlarge,Migrate to t4g.small,56.03,83.37
Sep/20,us-west-2a,Oregon,AWOR-TSRAPP01,Test,i-0bbbf727ca7e5781d,running,Other,Karina Rios,0.89,712,default,5.2,N/A,0,0,Red Hat Enterprise Linux,135.99,r5.xlarge,Migrate to t4g.small,56.03,83.37
Sep/20,us-west-2a,Oregon,AWOR-PDOLAPDB01,Production,i-0755a106dfcdfbf64,running,MS SQL Server / SSAS OLAP DB & Builder,Stanislav Vohnik,12.5,243,default,N/A,N/A,0.29,0.18,Windows,79.63,m4.xlarge,Migrate to r5.large,159.05,81.64
Sep/20,us-west-2b,Oregon,IRVSQL15,Production,i-0a88999785421bc41,running,SQL,Haihao Li,20.39,713,dedicated,N/A,N/A,0.31,0.72,Windows,232.15,m4.xlarge,Migrate to r5.large,164.89,74.37
Sep/20,us-west-2a,Oregon,AWOR-PDCSWDB01,Production,i-0caed3a39590c6ce8,running,CaseWare Monitor,Abel Casanova,10.12,715,dedicated,N/A,N/A,0.09,4.19,Windows,232.74,m4.xlarge,Migrate to r5.large,164.89,74.37
Sep/20,us-west-2a,Oregon,AWOR-PTMESDB01,Test,i-5f5af6cb,running,MES,"Alek Alavuk, Haihao li",10.82,714,dedicated,N/A,N/A,0.02,0.05,Windows,232.44,m4.xlarge,Migrate to r5.large,164.89,74.37
Sep/20,us-west-2b,Oregon,AwOr-PdTibDb02,Production,i-0dbe0766a3f00be78,running,TIBCO,Deepak Karir and Haihao Li,14.95,715,dedicated,N/A,N/A,0.3,0.59,Windows,232.74,m4.xlarge,Migrate to r5.large,164.89,74.37
Sep/20,us-west-2a,Oregon,AWOR-TSMESDB01,Test,i-bfa5e367,running,MES,Alek Slavuk | Haihao Li,15.43,714,dedicated,N/A,N/A,0.03,0.09,Windows,232.44,m4.xlarge,Migrate to r5.large,164.89,74.37
Sep/20,us-west-2a,Oregon,AWOR-OQMESDB01,OperationalQualification,i-c0ad8255,running,MES,Alek Slavuk | Haihao Li,11.07,715,dedicated,N/A,N/A,0.01,0.01,Windows,232.74,m4.xlarge,Migrate to r5.large,164.89,74.33
Sep/20,us-west-2b,Oregon,IRVSQLDEV03,Development,i-0dba3cdd1c001f48f,running,SQL,Haihao Li | Ryo Miyaki | Alek Slavuk,22.53,714,dedicated,N/A,N/A,0.26,0.34,Windows,232.44,m4.xlarge,Migrate to r5.large,164.89,74.33
Sep/20,us-west-2a,Oregon,IRVSQLDEV04,Development,i-008189e3cd0662949,running,SQL,Haihao Li | Karthick K,15.26,715,dedicated,N/A,N/A,0.18,0.11,Windows,232.74,m4.xlarge,Migrate to r5.large,164.89,74.33
Sep/20,us-west-2a,Oregon,AwOr-PdTibDb01,Production,i-acd9bf74,running,TIBCO,Deepak Karir,12.02,715,dedicated,N/A,N/A,0.3,0.02,Windows,232.74,m4.xlarge,Migrate to r5.large,164.89,74.33
Sep/20,us-west-2c,Oregon,IRVHFMSQL01-DR,Production,i-08615acf34e0fa6a2,running,HFM,Haihao Li | Karthick K,8.57,715,dedicated,N/A,N/A,0.11,0,Windows,232.74,m4.xlarge,Migrate to r5.large,164.89,74.33
Sep/20,us-west-2a,Oregon,irvbizsql01-oq,OperationalQualification,i-0c1ebb03a7ed77f9f,running,BizTalk,Deepak Karir and Haihao Li,13.07,599,dedicated,N/A,N/A,0.07,0.08,Windows,193.29,m4.xlarge,Migrate to r5.large,164.89,72.41
Sep/20,us-west-2a,Oregon,AWOR-DVPDMLDB01,Development,i-09718f3916c319adb,running,Other,Mike Lockwood,6.35,714,default,9.85,N/A,0.01,0.01,Red Hat Enterprise Linux,136.87,r4.xlarge,Migrate to t4g.medium,68.29,71.61
Sep/20,us-west-2a,Oregon,AWOR-PDCLBAPP01,Production,i-0e6ffc6240601d731,running,Application,Jimmy T Nguyen,0.06,714,default,N/A,N/A,0,0,Red Hat Enterprise Linux,75.97,t2.medium,Terminate instance,No Data,70.95
Sep/20,us-west-2a,Oregon,AWOR-DVPDMLAPP1,Development,i-0621f13e960b96360,stopped,Windchill,Mike Lockwood,13.64,379,default,21.74,50.41,0.01,0.05,Windows,57.73,m4.large,Migrate to t3.medium,43.78,67.82
Sep/20,us-west-2a,Oregon,AWOR-PDPDMAPP01,Production,i-078e3e03aa3251943,running,Other,Vivek Ratnaswamy | Shinod Kumar,20.09,715,default,5.9,N/A,0.44,25.38,Red Hat Enterprise Linux,113.97,m4.xlarge,Migrate to t4g.micro,49.9,66.43
Sep/20,us-west-2a,Oregon,AWOR-SSTIBJBL01,Development,i-0ef8b8babc3813aef,running,TIBCO,Pablo Vivanco,0.01,714,default,2.13,N/A,0,0,Red Hat Enterprise Linux,112.1,m5.xlarge,Migrate to t4g.micro,49.9,64.68
Sep/20,ap-northeast-1a,Tokyo,TKOSQLTEST01,Test,i-04f8a70bf44325774,running,Application,Tomoaki Tanida;Hiroki Kagawa,9.36,268,default,N/A,N/A,0.01,0,Windows,59.23,m4.large,Migrate to t3.large,99.52,61.76
Sep/20,ap-northeast-1a,Tokyo,TKOSQL01,Production,i-0e2be6f2569db0067,running,Other,Hiroki Kagawa,12.03,713,default,N/A,N/A,0.12,0.02,Windows,157.52,m4.large,Migrate to t3.large,99.52,61.76
Sep/20,ap-northeast-1a,Tokyo,AWJP-PDEWDC20,Production,i-09b20a197fdfa439a,running,Domain Controller,Michael Lee,6.76,713,default,N/A,N/A,0,0,Windows,157.52,m4.large,Migrate to t3.large,99.52,61.76
Sep/20,ap-northeast-1a,Tokyo,TKOSQLTEST03,Test,i-04998f8c18973385c,running,SQL,Tomoaki_Tanida@edwards.com;Hiroki_Kagawa@edwards.com,6.6,581,default,N/A,N/A,0.01,0,Windows,128.35,m4.large,Migrate to t3.large,99.52,61.68
Sep/20,eu-central-1a,Frankfurt,AWFR-PDEUDC20,Production,i-0da301d2489f5baa5,stopped,Domain Controller,Michael Lee,14.47,485,default,N/A,N/A,0,0,Windows,100.4,m5.large,Migrate to t3.large,90.18,60.88
Sep/20,eu-central-1b,Frankfurt,AWFR-PDAMDC21,Production,i-0a1ce2dfd4c09413a,running,Other,Michael Lee,21.45,714,default,N/A,N/A,0.01,0.03,Windows,147.8,m5.large,Migrate to t3.large,90.18,60.83
Sep/20,us-west-2a,Oregon,AwOr-OqTibEms01,OperationalQualification,i-022958da,running,TIBCO,Deepak Karir,3.45,716,default,7.11,N/A,0.01,0.01,Red Hat Enterprise Linux,114.13,m4.xlarge,Migrate to t4g.small,56.03,60.3
Sep/20,us-west-2b,Oregon,AwOr-OqTibEms02,OperationalQualification,i-e5486a22,running,TIBCO,Deepak Karir,3.07,714,default,6.37,N/A,0.01,0,Red Hat Enterprise Linux,113.81,m4.xlarge,Migrate to t4g.small,56.03,60.3
Sep/20,us-west-2b,Oregon,AwOr-PdTibEms02,Production,i-ffb08b38,running,TIBCO,Deepak Karir,3.24,712,default,9.48,N/A,0.01,0.01,Red Hat Enterprise Linux,113.49,m4.xlarge,Migrate to t4g.small,56.03,60.3
Sep/20,eu-central-1b,Frankfurt,ATHFILPRT01,Production,i-0547cd62bdd93c42b,running,File / Print Server,Martin Marek,20.81,714,default,N/A,N/A,0.01,0.02,Windows,147.08,c4.large,Migrate to t3.large,90.18,60.1
Sep/20,us-west-2b,Oregon,IRVJDETRX07,Test,i-08e2e5ed5f9d99916,running,TRAX,Narender Reddy,18.45,714,default,N/A,N/A,0.02,0.03,Windows,136.94,c4.large,Migrate to t3.large,80.84,59.28
Sep/20,us-west-2a,Oregon,AwOr-OqTibBw01,OperationalQualification,i-04e1ba2b2ea99228a,running,TIBCO,Deepak Karir,9.7,716,default,25.4,N/A,0.02,0.03,Red Hat Enterprise Linux,281.39,r5.2xlarge,Migrate to r5.xlarge,227.64,59.13
Sep/20,us-west-2a,Oregon,AwOr-OqTibBw02,OperationalQualification,i-0561e15803ecce81e,running,TIBCO,Deepak Karir,7.44,716,default,26.88,N/A,0.02,0.03,Red Hat Enterprise Linux,281.39,r5.2xlarge,Migrate to r5.xlarge,227.64,59.13
Sep/20,us-east-1a,5.55748E+11,AWVA-ANATSCT02,Production,i-0f802ad2429c9ecfa,running,Cathether Optical Test System,Juan Ramirez,6.44,614,default,N/A,N/A,0,0.01,Windows,182.67,m4.xlarge,Migrate to r5.large,159.05,58.9
Sep/20,us-west-2a,Oregon,AWOR-SYMSLCP01,Production,i-098a8249307746fdb,running,Other,Adam Goodman,14.35,715,default,N/A,N/A,0,0,Linux/UNIX,145.86,c4.2xlarge,Migrate to r5.large,91.93,56.94
Sep/20,us-west-2b,Oregon,awor-develkcmp,Production,i-06f3f417b9ebe0abf,running,GitLab Runner,Felipe Gutierrez,0.22,595,default,N/A,N/A,0,0,Red Hat Enterprise Linux,61.29,m5a.large,Terminate instance,No Data,56.45
Sep/20,us-west-2a,Oregon,AWPJDEOHS01,Production,i-00e981ea2ba6a7bc1,running,Other,Narender Reddy,19.05,714,default,N/A,N/A,0,0,Windows,134.23,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE033,Development,i-0744332349f65980f,running,JDE Thick Client Server,Narender Reddy,12.8,643,default,N/A,N/A,0,0,Windows,120.84,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2b,Oregon,AWOR-TSTEDG01,Test,i-09d8b11f0cd1a19c5,running,Exchange,Manoj Kumar,16.39,714,default,N/A,N/A,0,0,Windows,134.23,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE045,Development,i-04bf91dcc7abd792d,stopped,JDE Thick Client Server,Narender Reddy,16.41,591,default,N/A,N/A,0,0,Windows,111.11,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWOR-DVWPLAPP01,Development,i-0e997fc035833c238,stopped,WIP Labeling,Usama Muzaffar,12.12,283,default,N/A,N/A,0.01,0,Windows,53.2,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE056,Development,i-09ef47dd4d35dbdf4,running,JDE Thick Client Server,Narender Reddy,13.15,629,default,N/A,N/A,0,0,Windows,118.21,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE063,Development,i-0d18c783a4207a4a0,running,JDE Thick Client Server,Narender Reddy,16.25,412,default,N/A,N/A,0,0,Windows,77.46,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2b,Oregon,AwOr-PdRssApp02,Production,i-04bce85ebf1da2b6f,running,RSSBus Application,Deepak Karir,11.15,713,default,N/A,N/A,0,0,Windows,134.04,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE057,Development,i-0a6f88150cacc42b2,running,JDE Thick Client Server,Narender Reddy,12.21,560,default,N/A,N/A,0,0,Windows,105.23,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE047,Development,i-0520d5cf3780ec355,running,JDE Thick Client Server,Narender Reddy,17.24,714,default,N/A,N/A,0,0,Windows,134.23,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE059,Development,i-0b55b71748a284a32,stopped,JDE Thick Client Server,Narender Reddy,12.04,320,default,N/A,N/A,0,0,Windows,60.11,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE042,Development,i-020d5fdf9547b0444,running,JDE Thick Client Server,Narender Reddy,12.71,343,default,N/A,N/A,0,0,Windows,64.48,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE046,Development,i-039d013c45ed32d9d,running,JDE Thick Client Server,Narender Reddy,13.09,586,default,N/A,N/A,0,0,Windows,110.17,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE044,Development,i-038d2a2e67ec43cdc,running,JDE Thick Client Server,Narender Reddy,13.14,627,default,N/A,N/A,0,0,Windows,117.88,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE067,Development,i-0fe3df86841d470ca,running,JDE Thick Client Server,Narender Reddy,12.22,624,default,N/A,N/A,0,0,Windows,117.27,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE048,Development,i-05a26dd13c928f67a,running,JDE Thick Client Server,Narender Reddy,12.57,636,default,N/A,N/A,0,0,Windows,119.52,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,awor-pdscifil01,Production,i-0a961417875d95bbd,running,Sciemetric,Ryo Miyaki,12.39,713,default,N/A,N/A,0,0,Windows,134.04,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWOR-PDSCIAPP02,Production,i-066fc2ec95499e6f1,running,Sciemetric,Ryo Miyaki,12.48,714,default,N/A,N/A,0,0,Windows,134.23,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWOR-PDAZUPRX01,Production,i-02b29a283b577a0f9,running,Other,Michael Lee,10.33,714,default,N/A,N/A,0,0,Windows,134.23,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWPJDEVTX01,Production,i-05cd783002ff5bba7,running,Vertex,Ty Tsaowimonsiri,10.66,713,default,N/A,N/A,0,0,Windows,134.04,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDEVTX01,Development,i-042bbed05cdf7c8e7,running,Vertex,Ty Tsaowimonsiri,16.6,713,default,N/A,N/A,0,0,Windows,134.04,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE079,Development,i-06cb58a196c13df56,running,JDE Thick Client Server,Narender Reddy,12.18,546,default,N/A,N/A,0,0,Windows,102.65,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE075,Development,i-0642945cfaf8495af,stopped,JDE Thick Client Server,Narender Reddy,11.53,385,default,N/A,N/A,0,0,Windows,72.38,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE064,Development,i-002a47ab36fc10e7f,running,JDE Thick Client Server,Narender Reddy,12.24,530,default,N/A,N/A,0,0,Windows,99.64,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE083,Development,i-09f8e5e259f4748a6,stopping,JDE Thick Client Server,Narender Reddy,15.35,365,default,N/A,N/A,0,0,Windows,68.57,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE065,Development,i-01e6b6d9e420c2bcf,stopped,JDE Thick Client Server,Narender Reddy,13.45,258,default,N/A,N/A,0,0,Windows,48.5,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE078,Development,i-0686378408ddfac8e,running,JDE Thick Client Server,Narender Reddy,13.46,454,default,N/A,N/A,0,0,Windows,85.35,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE077,Development,i-06528980a80f37e0d,running,JDE Thick Client Server,Narender Reddy,13.21,460,default,N/A,N/A,0,0,Windows,86.48,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWTJDE073,Development,i-0576e18eaa2620841,stopped,JDE Thick Client Server,Narender Reddy,12.58,238,default,N/A,N/A,0,0,Windows,44.74,m5.large,Migrate to t3.large,80.84,56.36
Sep/20,us-west-2a,Oregon,AWOR-TsRssApp01,Test,i-0e952d3fdd4887191,stopped,RSSBus Application,Deepak Karir,24.42,172,default,N/A,N/A,0,0,Windows,32.34,m5.large,Migrate to t3.large,80.84,56.36
